ComplaintID,ComplaintText,Category,UrgencyLevel,Sentiment,Authority
378,This is a complaint about Waste Management issue.,Waste Management,Low,Positive,Electricity Board
379,This is a complaint about Water Supply issue.,Road Damage,Low,Neutral,Public Works
380,This is a complaint about Electricity issue.,Water Supply,High,Neutral,Public Works
381,This is a complaint about Road Damage issue.,Waste Management,Low,Negative,Electricity Board
382,This is a complaint about Water Supply issue.,Water Supply,Medium,Neutral,Water Department
383,This is a complaint about Electricity issue.,Road Damage,Low,Positive,Electricity Board
384,This is a complaint about Waste Management issue.,Water Supply,High,Negative,Water Department
385,This is a complaint about Water Supply issue.,Water Supply,High,Neutral,Public Works
386,This is a complaint about Road Damage issue.,Water Supply,Medium,Neutral,Water Department
387,This is a complaint about Road Damage issue.,Road Damage,High,Neutral,Water Department
388,This is a complaint about Electricity issue.,Waste Management,High,Negative,Waste Management Division
389,This is a complaint about Electricity issue.,Water Supply,Low,Neutral,Public Works
390,This is a complaint about Waste Management issue.,Electricity,Medium,Negative,Public Works
391,This is a complaint about Water Supply issue.,Water Supply,High,Positive,Electricity Board
392,This is a complaint about Water Supply issue.,Electricity,Low,Neutral,Water Department
393,This is a complaint about Waste Management issue.,Electricity,Low,Negative,Electricity Board
394,This is a complaint about Waste Management issue.,Road Damage,Low,Negative,Waste Management Division
395,This is a complaint about Water Supply issue.,Road Damage,Medium,Negative,Public Works
396,This is a complaint about Road Damage issue.,Waste Management,Medium,Negative,Waste Management Division
397,This is a complaint about Electricity issue.,Water Supply,High,Positive,Public Works
398,This is a complaint about Waste Management issue.,Waste Management,Low,Negative,Public Works
399,This is a complaint about Road Damage issue.,Road Damage,Low,Neutral,Water Department
400,This is a complaint about Water Supply issue.,Electricity,High,Negative,Electricity Board
401,This is a complaint about Electricity issue.,Water Supply,Medium,Positive,Public Works
402,This is a complaint about Road Damage issue.,Electricity,Medium,Positive,Electricity Board
403,This is a complaint about Water Supply issue.,Road Damage,Low,Neutral,Public Works
404,This is a complaint about Water Supply issue.,Waste Management,Low,Neutral,Water Department
405,This is a complaint about Water Supply issue.,Water Supply,Low,Neutral,Electricity Board
406,This is a complaint about Road Damage issue.,Road Damage,High,Positive,Waste Management Division
407,This is a complaint about Water Supply issue.,Road Damage,Low,Positive,Water Department
408,This is a complaint about Road Damage issue.,Water Supply,Medium,Neutral,Electricity Board
409,This is a complaint about Water Supply issue.,Water Supply,Medium,Negative,Waste Management Division
410,This is a complaint about Waste Management issue.,Electricity,High,Negative,Public Works
411,This is a complaint about Road Damage issue.,Waste Management,High,Positive,Water Department
412,This is a complaint about Waste Management issue.,Waste Management,Low,Positive,Waste Management Division
413,This is a complaint about Waste Management issue.,Electricity,Low,Neutral,Waste Management Division
414,This is a complaint about Waste Management issue.,Road Damage,Medium,Negative,Waste Management Division
415,This is a complaint about Electricity issue.,Road Damage,Medium,Neutral,Electricity Board
416,This is a complaint about Electricity issue.,Electricity,High,Positive,Waste Management Division
417,This is a complaint about Electricity issue.,Waste Management,Low,Negative,Public Works
418,This is a complaint about Waste Management issue.,Water Supply,Medium,Neutral,Waste Management Division
419,This is a complaint about Water Supply issue.,Road Damage,Medium,Neutral,Public Works
420,This is a complaint about Water Supply issue.,Electricity,Medium,Positive,Waste Management Division
421,This is a complaint about Water Supply issue.,Water Supply,Low,Positive,Public Works
422,This is a complaint about Road Damage issue.,Waste Management,Medium,Negative,Waste Management Division
423,This is a complaint about Water Supply issue.,Water Supply,High,Positive,Electricity Board
424,This is a complaint about Electricity issue.,Waste Management,Medium,Neutral,Water Department
425,This is a complaint about Waste Management issue.,Waste Management,Medium,Neutral,Waste Management Division
426,This is a complaint about Electricity issue.,Waste Management,Low,Negative,Public Works
427,This is a complaint about Water Supply issue.,Electricity,High,Positive,Water Department
428,This is a complaint about Electricity issue.,Water Supply,Medium,Neutral,Water Department
429,This is a complaint about Electricity issue.,Electricity,Medium,Positive,Water Department
430,This is a complaint about Electricity issue.,Water Supply,Medium,Positive,Water Department
431,This is a complaint about Waste Management issue.,Water Supply,Medium,Negative,Waste Management Division
432,This is a complaint about Water Supply issue.,Water Supply,Low,Positive,Electricity Board
433,This is a complaint about Waste Management issue.,Road Damage,Medium,Neutral,Waste Management Division
434,This is a complaint about Electricity issue.,Road Damage,Low,Neutral,Public Works
435,This is a complaint about Road Damage issue.,Road Damage,Medium,Neutral,Public Works
436,This is a complaint about Electricity issue.,Water Supply,Low,Neutral,Waste Management Division
437,This is a complaint about Waste Management issue.,Waste Management,Low,Positive,Public Works
438,This is a complaint about Road Damage issue.,Water Supply,Low,Neutral,Electricity Board
439,This is a complaint about Waste Management issue.,Waste Management,Medium,Neutral,Electricity Board
440,This is a complaint about Waste Management issue.,Water Supply,Medium,Positive,Electricity Board
441,This is a complaint about Road Damage issue.,Waste Management,High,Neutral,Water Department
442,This is a complaint about Water Supply issue.,Electricity,Low,Negative,Electricity Board
443,This is a complaint about Road Damage issue.,Waste Management,Medium,Negative,Water Department
444,This is a complaint about Electricity issue.,Road Damage,Low,Negative,Public Works
445,This is a complaint about Water Supply issue.,Waste Management,High,Negative,Public Works
446,This is a complaint about Electricity issue.,Electricity,Low,Negative,Public Works
447,This is a complaint about Water Supply issue.,Water Supply,Low,Negative,Waste Management Division
448,This is a complaint about Waste Management issue.,Waste Management,Low,Positive,Public Works
449,This is a complaint about Water Supply issue.,Water Supply,Low,Positive,Public Works
450,This is a complaint about Waste Management issue.,Waste Management,High,Neutral,Water Department
451,This is a complaint about Electricity issue.,Water Supply,Low,Positive,Water Department
452,This is a complaint about Road Damage issue.,Electricity,Low,Positive,Public Works
453,This is a complaint about Road Damage issue.,Electricity,High,Positive,Waste Management Division
454,This is a complaint about Waste Management issue.,Water Supply,Low,Neutral,Water Department
455,This is a complaint about Water Supply issue.,Electricity,Medium,Positive,Water Department
456,This is a complaint about Waste Management issue.,Water Supply,High,Neutral,Public Works
457,This is a complaint about Waste Management issue.,Road Damage,Low,Positive,Public Works
458,This is a complaint about Electricity issue.,Road Damage,Low,Negative,Waste Management Division
459,This is a complaint about Road Damage issue.,Electricity,Low,Negative,Water Department
460,This is a complaint about Electricity issue.,Waste Management,Low,Positive,Water Department
461,This is a complaint about Road Damage issue.,Electricity,Low,Negative,Public Works
462,This is a complaint about Road Damage issue.,Waste Management,Medium,Negative,Public Works
463,This is a complaint about Waste Management issue.,Waste Management,Low,Positive,Electricity Board
464,This is a complaint about Road Damage issue.,Water Supply,Medium,Neutral,Water Department
465,This is a complaint about Waste Management issue.,Road Damage,Low,Negative,Water Department
466,This is a complaint about Waste Management issue.,Water Supply,Low,Positive,Electricity Board
467,This is a complaint about Waste Management issue.,Road Damage,Medium,Neutral,Waste Management Division
468,This is a complaint about Electricity issue.,Water Supply,High,Neutral,Waste Management Division
469,This is a complaint about Electricity issue.,Road Damage,High,Positive,Electricity Board
